code,description,nco_2004_code
7514.0700,"Cook, General (Food Canning and",7414.40
7514.0800,Condiment Maker (Food Canning &,7414.50
7514.0900,Cannery Worker (Can & Preservation),7414.52
7514.1000,Pickler (Can & Preservation),7414.54
7514.1100,"Preservative Filler, Machine (Can &",7414.56
7514.9900,"Fruits, Vegetables and Related Preservers,",7414.90
7515.0100,Tea Taster,7415.10
7515.0200,Liquor Taster,7415.20
7515.0300,Taster (Food),7415.30
7515.0400,"Grader, Meat",7415.40
7515.9900,"Food and Beverage Tasters and Graders,",7415.90
7516.0100,Tobacco Curer,7416.10
7516.0200,Tobacco Grader,7416.15
7516.0300,"Blender, Tobacco",7416.20
7516.0400,"Conditioner, Tobacco",7416.25
7516.0500,Cigar or Cheroot Roller,7416.30
7516.0600,Cigar or Cheroot Roller Helper,7416.35
7516.0700,Bidi Maker,7416.40
7516.0800,"Furnace Man, Bidi",7416.45
7516.0900,Bidi Checker,7416.50
7516.1000,Snuff Maker,7416.55
7516.1100,Chewing Tobacco Maker,7416.60
7516.9900,Tobacco Preparers and Tobacco Products,7416.90
7521.0100,"Kiln Operator, Wood",7421.10
7521.0200,"Impregnator, Wood",7421.20
7521.0300,Wood Bender,7421.30
7521.0400,Wood Treater,7421.40
7521.0500,Grader (Wood Working),7421.50
7521.9900,"Wood Treaters, Other",7421.90
7522.0100,"Furniture Maker, Wood",7422.10
7522.0200,Cabinet Maker,7422.15
7522.0600,"Body Builder, Automobile",7422.25
7522.0700,"Coach Builder, Railway",7422.28
7522.0800,"Body Builder, Other Vehicles",7422.30
7522.0900,Wood Marker,7422.35
7522.1000,"Pattern Marker, Wood",7422.38
7522.1100,Cooper,7422.40
7522.1200,"Wood Carver, Hand",7422.42
7522.1300,"Inlayer, Wood",7422.45
7522.1400,"Toy Maker, Wood",7422.48
7522.1500,"Pith Worker, Wood",7422.50
7522.1600,Picture Frame Maker,7422.52
7522.1800,"Sports Goods Maker, Wood",7422.58
7522.1900,Wood Lacquerer,7422.60
7522.2000,Wood Polisher,7422.62
7522.2100,Paper Board Maker,7422.65
7522.9900,"Cabinet Makers and Related Workers, Other",7422.90
7523.0100,"Wood Machinist, General",7423.10
7523.0200,"Wood Turner, Machine",7423.15
7523.0300,"Wood, Turner Hand",7423.20
7523.0400,Shaper Wood,7423.25
7523.0500,"Router, Wood",7423.30
7523.0600,"Planer, Wood",7423.35
7523.0700,Four Cutter,7423.40
7523.0800,"Wood Sawyer, Hand",7423.42
7523.0900,"Moulder, Wood",7423.45
7523.1000,Mortiser Operator,7423.50
7523.1100,Tennoning Machine Operator,7423.55
7523.1200,Jointer Machine Operator,7423.60
7523.1300,Driller Wood,7423.65
7523.1400,Dowell Machine Operator,7423.70
7523.1500,Wood Wool Machine Operator,7423.80
7523.1600,"Wood Carver, Machine",8241.10
7523.1700,Fret Saw Machine Operator,8241.20
7523.1800,Sander Operator,8241.30
7523.9900,Wood Working Machine Setters and Setter,8241.90
7531.0100,"Tailor, General",7433.10
7531.0200,Dressmaker/Ladies Dressmaker,7433.15
7531.0300,Coat Maker,7433.20
7531.0400,Trouser Maker,7433.25
7531.0500,Shirt Maker,7433.30
7531.0700,"Hat Maker, General",7433.40
7531.0900,Cap Maker,7433.50
7531.1000,Wig Maker,7433.60
7531.1200,"Tailor, Fur",7434.10
7531.1300,"Pattern Maker, Fur",7434.20
7531.1400,"Grader and Matcher, Fur",7434.30
7531.1500,"Cutter, Fur",7434.40
7531.1600,"Nailor, Fur",7434.50
7531.9900,"Tailors, Dressmakers, Furriers and Hatters,",7434.90
7532.0100,Designer (Garment),7435.10
7532.0200,"Designer, Leather Articles",7435.15
7532.0300,Case Finisher (Leather Product),7435.18
7532.0500,"Frame Maker, Cap",7435.25
7532.0600,Master Cutter (Garment),7435.30
7532.0700,"Cutter, Hand (Textile Product)",7435.35
7532.0900,"Cutter, Machine (Textile Product)",7435.40
7532.1000,"Cutter, Garment (Leather)",7435.45
7532.1100,"Cutter, Gloves (Leather)",7435.50
7532.1200,Button Hole Maker,7435.55
7532.1300,Cutter Tent,7435.60
7532.9900,Garment and Related Pattern Makers and,7435.90
7533.0100,"Sewer, Hand",7436.10
7533.0201,"Hand Embroiderer, General",7436.15
7533.0300,"Hand Embroiderer, Zari/Hand Embroider,",7436.20
7533.0600,Darner,7436.35
7533.0700,"Sewer, Tent (Hand)",7436.40
7533.0800,Umbrella Maker,7436.45
7533.0900,Umbrella Examiner,7436.50
7533.1000,Sail and Awning Maker,7436.60
7533.1100,"Tailor, Tent (Machine)",7436.70
7533.1200,Doll Maker,7436.80
7533.9900,"Sewers, Embroiderers and Related Workers,",7436.90
7534.0100,"Upholsterer, Furniture",7437.10
7534.0200,"Upholsterer, Orthopaedic Appliances",7437.20
7534.0300,"Upholsterer, Vehicle",7437.30
7534.0400,Cushion Maker,7437.40
7534.0500,Mattress Maker (Spring),7437.45
7534.9900,"Upholsterers and Related Workers, Other",7437.90
7535.0100,"Sorter, Hides and Skin",7441.10
7535.0200,Flayer,7441.15
7535.0300,"Lime Pitman, Leather",7441.18
7535.0400,"Dehairer, Hand",7441.20
7535.0500,"Flesher, Hand",7441.22
7535.0600,Delimer,7441.24
7535.0700,"Scudder, Hand",7441.26
7535.0900,"Fluffer, Hand",7441.30
7535.1000,"Staker, Hand",7441.32
7535.1100,Bark Pitman (Tanning),7441.34
7535.1200,Drum Man (Tanning),7441.36
7535.1300,"Leather, Currier",7441.38
7535.1400,"Dyer, Leather",7441.40
7535.1500,"Embosser, Leather",7441.42
7535.1600,"Seasoner, Leather",7441.44
7535.1700,"Pelt Dresser, General",7441.46
7535.1800,Pelt Grader,7441.48
7535.1900,Pelt Flesher,7441.50
7535.2000,Pelt Plucker and Trimmer,7441.52
7535.2100,"Pelt Dyer, Hand",7441.55
7535.2200,"Pelt, Stitcher",7441.60
7535.9900,"Pelt Dressers, Tanners and Fell Mongers,",7441.90
7536.0100,"Shoemaker, Hand",7442.10
7536.0200,"Shoemaker, Orthopaedic",7442.12
7536.0300,"Shoe Repairer, Cobbler/Shoemaker Cobbler",7442.14
7536.0400,Pattern Maker (Footwear),7442.16
7536.0500,"Cutter, Hand",7442.18
7536.0600,"Skiver, Hand (Footwear)",7442.20
7536.0800,"Laster, Hand",7442.32
7536.1200,Counter Moulder,7442.45
7536.1500,"Sole Stitcher, Hand",7442.60
7536.1600,"Heel Attacher, Hand (Footwear)",7442.65
7536.1700,"Trimmer, Hand",7442.70
7536.1800,Harness Maker,7442.72
7536.1900,Saddler,7442.75
7536.2000,"Leather Cutter, Hand",7442.76
7536.2100,"Stitcher, Hand",7442.78
7536.2200,"Assembler, Hand",7442.79
7536.2300,Suitcase Maker,7442.80
7536.2400,Purse Maker,7442.81
7536.2500,Whip Maker,7442.82
7536.2600,Belt Maker,7442.83
7536.2700,Horn Comb Maker (Hand),7442.85
7536.9900,"Shoemaker and Related Workers, Other",7442.90
7541.0100,"Diver, Pearl",6152.30
7541.0200,"Diver, Chank",6152.40
7541.0300,Coral Breaker,6152.50
7541.0400,Shell Gatherer,6152.60
7541.0500,Seaweed Gatherer,6152.70
7541.0600,Dress Diver,7216.10
7541.0700,Skin Diver,7216.20
7541.9900,"Underwater Divers, Other",7216.90
7542.0100,Shotfirer,7112.10
7542.0200,Safety Lamp Checker,7119.10
7542.0300,"Cobber, Mica",7119.20
7542.0400,"Sickle Dresser, Mica",7119.30
7542.0500,"Screener, Mica",7119.40
7542.0600,"Knife Dresser, Mica",7119.50
7542.0700,"Film Splitter, Mica",7119.60
7542.0800,Deep Cell Attendant,7119.70
7542.9900,"Shotfirers and Blasters, Other",7112.90
7543.0101,Cloth Examiner/Fabric Checker,3152.10
7543.0300,"Examiner, (Footwear)/Quality Controller",3152.30
7543.0400,"Examiner, Dry Cleaning/Fabric Inspection",3152.40
7543.0500,"Examiner, Wood Working",3152.50
8111.0100,"Miner, Coal Cutting Machine",8111.10
8111.0200,"Driller, Machine",8111.20
8111.0300,Wagon Driller,8111.30
8111.0400,Diamond Driller,8111.40
8111.0500,Pick Miners,7111.10
8111.0600,"Miner, Metal",7111.15
8111.0700,"Miner, Mica",7111.20
8111.0800,"Miner, Coal",7111.25
8111.0900,"Quarryman, Stone/Quarryman, Non-Metal",7111.30
8111.1000,"Quarryman, Other",7111.35
8111.1100,Main Header Colliery,7111.40
8111.1200,"Stone Cutter, Mines",7111.45
8111.1300,"Roof Bolter, Mining",7111.47
8111.1400,Mine Cutting and Channelling Machine,7111.49
8111.1500,"Timberman, Mines",7111.50
8111.1600,"Creeperman, Colliery",7111.55
8111.1700,Stowing Worker,7111.60
8111.1800,"Packer, Rock",7111.65
8111.1900,"Sampler, Mining/Sampler Metal/Non-Metal",7111.68
8111.2000,"Groove Cutter, Mining",7111.70
8111.2100,Bratticeman,7111.72
8111.2200,"Driller, Hand",7111.74
8111.2300,Shaft Worker,7111.75
8111.2400,Banksman,7111.76
8111.2500,Jackman,7111.77
8111.2600,"Scraper Driver, Mines",7111.78
8111.2700,"Shovel Operator, Mines",7111.80
8111.2800,"Trammer, Mines",7111.85
8111.9900,"Mines, Quarrymen and Related Workers,",7111.90
8112.0200,Pulveriser Operator,8112.15
8112.0300,Stamp Mill Operator,8112.20
8112.0400,Cynideman,8112.30
8112.0500,Precipitator,8112.40
8112.0600,Washing Plant Operator,8112.45
8112.0700,"Stone Sawyer, Machine",8112.50
8112.0800,"Stone Cutter, Machine",8112.55
8112.0900,"Stone Polisher, Machine",8112.60
8112.1000,"Pipe Machineman, Stoneware",8112.62
8112.1100,"Thread Cutting Machine Operator,",8112.65
8112.1200,Cone Operator (Mine & Quarry),8112.70
8112.9900,Mineral and Stone Processing Plant,8112.90
8113.0100,"Well Drillers, Petroleum and Gas",8113.10
8113.0200,Derrickman,8113.15
8113.0300,Mudman,8113.20
8113.0400,Cementer,8113.25
8113.0500,Well Puller,8113.30
8113.0600,Scaperman,8113.35
8113.0700,Gauger,8113.40
8113.0800,"Well Driller, Machine (Other than",8113.45
8113.9900,Well Drillers and Borers and Related,8113.90
8114.0100,Polishing Machine Operator (Mosaic),8212.10
8114.0200,Batching and Mixing Plant Operator,8212.20
8114.0300,Concrete Mixer Operator,8212.30
8114.0500,Cast Stone Maker,8212.50
8114.0600,Lead Brush Maker (Abrasive Wheel),8212.60
8114.0700,Fettler (Brick & Tile),8212.70
8114.9900,Cement and Other Mineral Products,8212.90
8121.0300,"Larry Car Driver, Furnace",8121.20
8121.2300,Shearing and Upcoiler Operator (Non-,8122.36
8121.2400,Flattening Machine and Flying Shear,8122.38
8121.2500,Slitting Machine Operator (Non-Ferrous,8122.40
8121.2700,"Roller, Second Hand, Strip Mill (Non-Ferrous",8122.44
8121.3000,"Charger, Reveraberatory, Pulverised Coal",8122.50
8121.3100,"Melter Reveraberatory – Furnace,",8122.52
8121.3300,Slag Flusher,8122.56
8121.3701,Heat Treating Furnace Operator,8122.64
8121.4200,Die Casting Machine Operator,8122.74
8121.4300,Casting Machine Operator (Non-Ferrous,8122.76
8121.4400,Casting – Operator Helper (Non-Ferrous,8122.77
8121.4500,Spun Pipe Machine Operator,8122.78
8121.4600,"Core Maker, Machine",8122.80
8121.4700,"Annealer, Metal",8123.10
8121.4800,"Hardener, Metal",8123.20
8121.4900,"Temperer, Metal",8123.30
8121.5200,"Looper, Metal Drawing",8124.15
8121.5500,Seamless Pipe and Tube Drawers,8124.40
8121.5600,Extrusion Press Operator,8124.50
8121.5800,Metal Drawing Operatives,8124.90
8121.9900,"Metal Processing Plant Operators, Other",8124.70
8122.0100,Electroplater,8223.10
8122.2000,"Enameller, Chemical",8223.20
8122.3000,Reeling Machine Operator,8223.30
8122.3500,"Galvanizer/Operator – Electroplating,",8223.35
8122.5500,Metal Sprayer,8223.55
8122.6000,"Sample Checker, Metal Making",8223.60
8122.6200,Shot Blaster,8223.62
8122.6700,Picker,8223.67
8122.6900,"Hardness Tester, Metal",8223.69
8122.7000,Speeder Machine Operator (Abrasive,8223.70
8122.7100,Sizing Machine Operator (Abrasive Wheel),8223.71
8122.7200,Abrasive Coated Cloth and Papermaker,8223.72
8122.7300,Skiving Machine Operator (Abrasive),8223.73
8122.7400,Belt Press Operator (Abrasive),8223.74
8122.7500,Roll Winding Machine Operator (Abrasive),8223.75
8122.7600,Sheet Cutter (Abrasive),8223.76
8122.7700,Slitting Machine Operator (Abrasive),8223.77
8122.7800,Clicker Press Operator (Abrasive),8223.78
8122.7900,Splint Feeder (Match),8223.79
8122.8000,Splint Drying Chamberman (Match),8223.80
8122.8100,Levelling Machine Attendant (Match),8223.81
8122.9900,"Metal Finishing, Plating and Coating",8223.90
8131.0100,"Crusher Operator, Chemical",8151.10
8131.0200,Miller/Mill Operator (Chemical),8151.20
8131.0300,"Pulveriser Operator, Chemical",8151.30
8131.0400,Mixing Machineman Attendant (Chemical),8151.40
8131.0500,Compounding Man (Match),8151.45
8131.0800,"Sieving Machine Attendant, Chemical",8151.60
8131.0900,Grading Machine Attendant (Abrasive),8151.65
8131.1400,Drying Chamber Attendant,8152.30
8131.1500,Drying Chamber Attendant (Match,8152.35
8131.1700,Size Maker (Abrasive),8152.45
8131.1800,Paste Maker,8152.50
8131.2100,Ammonia Operator/Ammonia Plant,8152.70
8131.2200,Heat Treater,8152.75
8131.2300,Filter Press Operator,8153.10
8131.2400,Filter Press Operator (Ceramics),8153.15
8131.2500,"Strainer, Liquid",8153.20
8131.2600,Box Filtration Operator,8153.30
8131.2700,Hydro Extractor Operator,8153.40
8131.2800,Crude Oil Treater (Oil Field),8153.50
8131.2900,Gauger (Cement),8153.60
8131.3000,Disc Operator (Abrasive),8153.65
8131.3100,Crude Oil Treater (Petrol & Gas),8153.70
8131.3200,Brine Maker (Chemical),8153.80
8131.3501,Autoclave Operator,8154.30
8131.3600,Evaporator Operator,8154.40
8131.3700,Reactor Convertor Operator,8154.50
8131.3800,Converter Operator (Grain Feed Mills),8154.60
8131.3900,Distiller (Chemical),8154.65
8131.4000,Continuous Machine Operator (Match Box,8222.10
8131.4100,Receiver (Match),8222.20
8131.4200,Box Making Machine Operator (Match),8222.30
8131.4300,Box Filling Machine Operator (Match),8222.40
8131.4400,Friction Machine Operator (Match),8222.50
8131.4500,Box Closing Machine Operator (Match),8222.60
8131.4600,Bandroll and Labelling Machine Operator,8222.70
8131.4900,"Coke Oven Operator, Controller",8159.12
8131.5600,"Charcoal Burner, Beehive Kiln (Chemical)",8159.25
8131.5800,Producer Gas Plant Operator,8159.28
8131.5900,"Bale Cutter Operator, Rubber",8159.34
8131.6000,"Masticator, Rubber",8159.36
8131.6100,Straining Operator (Rubber Reclaim),8159.38
8131.6200,"Mixer, Rubber/Mill Operator",8159.40
8131.6300,"Solution and Dough Making, Operator,",8159.42
8131.6400,Synthetic Fibre Maker,8159.45
8131.6500,Refining Machine Operator (Oils and,8159.54
8131.6600,Hydrogenation Operator (Oil & Fats)/Oil,8159.56
8131.6700,Deodorizer,8159.58
8131.6800,Crystallisation Attendant,8159.60
8131.7000,Tablet Machine Operator,8159.62
8131.7100,Tablet Coater,8159.64
8131.7200,Ampoule Machine/Plant Operator,8159.66
8131.7500,M.B. Tester,8159.72
8131.7600,"Optical Examiner, Ampoules",8159.74
8131.7700,Acid Plant Operator,8159.76
8131.7800,Sulphur Burner,8159.78
8131.8000,Acid Concentrator,8159.80
8131.8100,"Acid Worker, Other",8159.82
8131.8200,"Cell Room Attendant, Chemical",8159.84
8131.8300,Gas Storage Attendant,8159.86
8131.8400,Soap Machine Attendant,8159.87
8131.8500,"Extraction Attendant, Chemical",8159.88
8131.8700,Laboratory Attendant,8229.10
8131.8800,Agarbatti Maker,8229.20
8131.8900,Pencil Maker,8229.30
8131.9000,"Assembler, Marking Devices (Pen & Pencil)",8229.40
8131.9900,"Chemical Products Machine Operators,",8229.90
8132.0100,Printer Photographic,7344.10
8132.0200,"Developer, Photographic",7344.20
8132.0300,"Developer, Automatic (Photofinishing)",7344.25
8132.0400,"Enlarger, Photographic",7344.30
8132.0500,"Retoucher, Photographic",7344.40
8132.0600,Photographic Dark Room Operatives,7344.50
8132.0700,"Printing Machine Operator, Photographic",8224.10
8132.0800,Film Developing Machine Operator,8224.20
8132.0900,Photographic Film and Papermaker,8224.30
8132.1000,Linoleum Maker,8224.40
8132.9900,"Photographic Products Machine Operators,",8224.90
8141.0100,Calendar Machine Operator,8231.10
8141.0200,Cord Dipping Operator,8231.15
8141.0300,Extruding Machine Operator (Rubber),8231.20
8141.0400,Rubber Fabric Cutting Machine Operator,8231.25
8141.0500,Slitting Machine Operator (Cycle Tyre),8231.30
8141.0600,Bead Maker (Rubber Tyre),8231.35
8141.0700,Profiling Operator (Cycle Tyre),8231.40
8141.0800,Finishing Operator (Rubber Tyre),8231.45
8141.0900,Sealing and Valve Fitting Operator,8231.50
8141.1000,Finishing Operator (Rubber Tube),8231.60
8141.1100,Sheet Maker (Rubber),8231.65
8141.1201,Moulder (Rubber)/Compression Moulding,8231.67
8141.1301,Calenderer Rubberised Fabric/Operator-,8231.70
8141.1400,Hose Maker (Rubber Goods),8231.72
8141.1500,Latex Worker,8231.74
8141.1600,Latex Foam Cushion Maker,8231.76
8141.1701,Tyre Builder/Radial Building Operator,8231.80
8141.1800,Tyre Moulder,8231.81
8141.1900,Band Builder (Tyre Building),8231.83
8141.2000,Trimmer (Tyre Building),8231.84
8141.2100,Tyre Repairer,8231.85
8141.2200,"Moulder, Rubber Tube",8231.86
8141.2300,Cycle Tube Reverser,8231.87
8141.2400,Rubber Stamp Maker,8231.88
8141.9900,"Rubber and Rubberised Product Makers,",8231.90
8142.0100,Tablet Machine Operator,8232.10
8142.0200,Laminating Press Operator (Plastic),8232.15
8142.0300,Extruding Machine Setter (Plastic),8232.18
8142.0400,Extruding Machine Operator (Plastic),8232.20
8142.0501,Injection Moulding Machine Operator,8232.25
8142.0600,Compression Moulding Machine Operator,8232.30
8142.0700,Bottle Blowing Machine Operator (Plastic),8232.35
8142.0800,Vacuum Plastic Forming Machine Operator,8232.40
8142.0900,Embossing Machine Setter (Plastic),8232.45
8142.1000,Embossing Machine Operator (Plastic),8232.50
8142.1100,Printing Machine Operator (Plastic),8232.60
8142.1200,Button Maker,8232.62
8142.1300,Mould Setter (Plastic),8232.65
8142.1400,"Moulder, Hand (Plastic)",8232.70
8142.1500,Cementer (Plastic),8232.75
8142.1600,Plastic Fabricator,8232.80
8142.9900,"Plastic Products Making Operatives, Other",8232.90
8143.0100,Cardboard Box Maker,8253.10
8143.0200,"Envelope Maker, Machine",8253.20
8143.0300,"Cellophane Bag Maker, Machine",8253.30
8143.0400,"Flower Maker, Paper",8253.40
8143.0500,Papier Mache Moulder,8253.50
8143.9900,"Paper Product Makers, Other",8253.90
8151.0100,"Garnett Machineman, Woollen",8261.10
8151.0300,Rag Machineman (Woollen Textile),8261.20
8151.0400,Doubling Machine Operator (Textile),8261.25
8151.0500,Combing Tenter,8261.30
8151.0600,"Spinner, Frame (Textile)/Ring Frame Tenter",8261.35
8151.0700,Drawing Tenter,8261.40
8151.1000,Reeler Textile,8261.70
8151.1100,Reed Man,8261.77
8151.1200,Healdman (Textile),8261.79
8151.1300,"Reeler, Silk",8261.80
8151.1400,Yarn Tester,8261.81
8151.1500,Warping Boy (Textile)/Wrapper,8261.82
8151.1600,Pin Setter (Textile),8261.83
8151.1700,Roller Coverer,8261.84
8151.1800,Winder Textile/Winding Operator,8261.85
8151.1900,Size Mixer (Textile),8261.86
8151.2000,"Waterproofer, Textile",8261.87
8151.2100,"Weighter, Silk",8261.88
8151.2200,Fetler (Woollen Textile),8261.89
8151.9900,"Fibre Preparing, Spinning and Winding",8261.90
8152.0100,Drawing Man,7432.10
8152.0200,"Doffer, Fly Frame/Speed Frame Operator",7432.12
8152.0300,Knitting Jobber,8262.10
8152.0400,Card Cutter,8262.20
8152.0500,Mat Shearing Operator,8262.25
8152.0600,"Flat Knitter, Machine/Knitting Machine",8262.30
8152.0700,Sock Knitter/Knitting Machine Operator –,8262.35
8152.0800,"Sock Knitter, Automatic Machine",8262.40
8152.0900,"Knitter, Machine/Knitting Machine",8262.45
8152.1000,"Looperman, Hosiery",8262.50
8152.1100,Warp Knitter/Knitting Machine Operator –,8262.55
8152.1200,"Weaver, Lace (Machine)",8262.60
8152.1300,"Braid Maker, Machine/Braiding Machine",8262.65
8152.1400,Lace Maker (Machine),8262.70
8152.1600,Warp Tying Machineman,8262.80
8152.1700,Wrapper,8262.81
8152.2000,Front Sizer (Cotton Textile),8262.85
8152.2100,Back Sizer,8262.86
8152.9900,"Weaving and Knitting Machine Operators,",8262.90
8153.0101,"Sewing Machine Operator, General",8263.10
8153.0200,"Button Hole Maker, Machine",8263.20
8153.0300,Eyelet Holing Machine Operator,8263.30
8153.0400,Button Stitching Machine Operator,8263.40
8153.0500,"Embroider, Machine",8263.45
8153.0600,Embroidery Machine Operator (Semi-,8263.50
8153.9900,"Sewers and Embroiders, Other",8263.90
8154.0200,Kierman (Textile)/Package Dyeing Machine,8264.50
8154.0300,"Scouringman, Woollen Yarn",8264.55
8154.0500,Washing Machineman,8264.60
8154.0600,"De-Gummer, Silk",8264.62
8154.0700,"Carbonizer, Textile",8264.64
8154.0800,"Scutcherman, Bleaching",8264.66
8154.0900,Dyed- Yarn Operator (Textile),8264.67
8154.1000,Jiggerman (Cotton Textile)/Jigger Machine,8264.68
8154.1100,Dye Automation Operator (Textile)/ Dyeing,8264.69
8154.1200,Wool Dyer,8264.70
8154.1500,Dyer Garment,8264.75
8154.1700,Damping Machine Attendant,8264.77
8154.1800,Calenderman (Cotton Textile),8264.78
8154.1900,Miller,8264.79
8154.2000,Raising Machineman (Textile),8264.80
8154.2100,Stentering Machineman/Stentering,8264.81
8154.2200,Cropper,8264.82
8154.2300,Padding Machineman/Padding Mangle,8264.83
8154.2400,Brushing Machineman (Textile),8264.84
8154.2500,Crabbing Machineman (Woollen Textile),8264.85
8154.2600,Sanforizing Machineman,8264.86
8154.2700,Singeing Machineman/Singeing Machine,8264.87
8154.9900,"Bleaching, Dyeing and Cleaning Machine",8264.90
8155.0100,"Dehairer, Machine/Dehairer Machine",8265.10
8155.0201,"Flesher, Machine/Fleshing Operator",8265.20
8155.0300,"Scudder, Machine/Scudding Machine",8265.25
8155.0400,"Hide and Skin Setter, Machine/Setting",8265.30
8155.0500,"Hide Splitter, Machine/Splitting Machine",8265.32
8155.0601,"Hide Shaver, Machine/Shaving Operator",8265.35
8155.0700,"Staker, Machine/Staking Machine Operator",8265.40
8155.0801,"Leather Buffer, Machine/Buffing Operator",8265.45
8155.0900,"Leather Glazer, Machine/Glazing Machine",8265.50
8155.1000,Rolling Machine Operator (Leather),8265.60
8155.1101,"Tanner, Rotary Drum, Continuous Process",8265.70
8155.1200,Leather Measuring Machine,8265.80
8155.9900,Fur And Leather Preparing Machine,8265.90
8156.0100,Pounding Machine Operator (Footwear),8266.10
8156.0200,"Heel Breaster, Machine",8266.12
8156.0400,"Heel Builder, Machine (Footwear)/Machine",8266.16
8156.0500,Sole Rounding Machine Operator,8266.18
8156.0600,"Nailer, Machine/Machine Operator, Nailing",8266.20
8156.0701,"Cutter, Machine/Cutter (Footwear)",8266.22
8156.0800,"Leather Cutter, Machine",8266.23
8156.0900,"Welt Sewer, Machine/Machine Operator,",8266.25
8156.1001,"Skiver, Machine/Skiving Operator",8266.26
8156.1401,"Laster, Machine/Lasting Operator",8266.32
8156.1500,"Sole Stitcher, Machine",8266.35
8156.1600,"Seat Laster, Machine/Lasting Machine",8266.36
8156.1700,"Splitter, Machine/Splitting Machine",8266.38
8156.1800,"Heeler, Machine/Heel Attacher",8266.40
8156.1900,"Heel Compressor, Machine (Footwear)",8266.42
8156.2000,"Sole Leveller, Machine",8266.45
8156.2100,"Trimmer, Machine",8266.50
8156.2200,"Edge Setter, Machine",8266.55
8156.2300,Edge Burnisher,8266.60
8156.2400,Heel Padding Machine Operator,8266.65
8156.2500,Eyeleting Machine Operator,8266.68
8156.2600,Riveting Machine Operator,8266.70
8156.9900,"Cutting, Lasting and Sewing Machine",8266.90
8157.0100,Washing Machine Operator,8264.10
8157.0200,Drying Machine Operator,8264.20
8157.0300,"Dry Cleaner, Machine",8264.30
8157.0400,"Presser, Machine/Ironing Operator",8264.40
8159.0100,"Folder, Machine/Folding Machine Operator",8269.10
8159.0200,"Splicing – Machine Operator, Automatic",8269.20
8159.0300,Balling – Machine Operator (Textile),8269.30
8159.0400,Press Operator,8269.40
8159.9900,"Leather Cutters, Lasters and Sewers and",8269.90
8160.0300,Pasteurising Plant Operator (Dairy),8272.10
8160.0400,Mixing Tank Operator,8272.20
8160.0500,Dairy Processing Equipment Operator,8272.30
8160.0700,"Miller, Food Grains",8273.10
8160.0800,"Husker, Machine (Food Grains)",8273.20
8160.0900,"Rollerman, (Food Grains)",8273.30
8160.1000,Flour Mill Operator,8273.40
8160.1100,"Siever, Machine",8273.50
8160.1200,"Oil Crusher Operator, Power",8273.60
8160.1300,Filter Press Operator (Oil),8273.65
8160.1500,Wafer Baking Machine Operator (Baking),8274.10
8160.1600,Cooker Operator,8274.20
8160.1700,Cutting Machine Operator (Confectionery),8274.30
8160.1800,"Chocolate Maker, Helper",8274.40
8160.1900,"Flake Miller, Wheat and Oats (Grain-Feed",8274.50
8160.2000,Noodle Press Operator,8274.60
8160.2200,Peeling Machine Operator (Food Canning,8275.10
8160.2300,Pitting Machine Operator (Food Canning,8275.20
8160.2400,Fruit Press Operator (Food Canning and,8275.30
8160.2500,Seaming Machine Operator (Food Canning,8275.40
8160.2600,Retort Operator (Food Canning and,8275.45
8160.2700,Processing Man (Food Canning and,8275.50
8160.2800,Panman (Food Canning and Preserving),8275.55
8160.2900,Exhaust Box Operator (Food Canning and,8275.60
8160.3000,Foodstuff Freezer,8275.65
8160.3100,Peanut Blancher,8275.70
8160.3200,Dehydrator Tender (Canning &,8275.72
8160.3300,Refining – Machine Operator (Oil & Grease),8275.74
8160.3400,"Crusher Operator, Sugarcane",8276.10
8160.3500,Filter Pressman,8276.20
8160.3600,Dorr Clarifier Operator,8276.30
8160.3700,"Evaporator Operator, Sugar",8276.40
8160.3800,"Panman, Sugar",8276.50
8160.3900,Crystalizerman,8276.60
8160.4000,Centrifugal Man,8276.65
8160.4100,Magmaman,8276.70
8160.4200,Cutter Driver,8276.71
8160.4300,"Cane Carrier Driver, Mill House",8276.72
8160.4400,Raw Juice Tank Pump Attendant,8276.73
8160.4500,Juice Measuring Man,8276.74
8160.4600,Lime Juice Tank Attendant,8276.75
8160.4700,Juice Heater Man,8276.76
8160.4800,Juice Heater Helper,8276.77
8160.4900,Carbonation Man,8276.78
8160.5000,Carbonation Storage Tank Attendant,8276.79
8160.5100,"Sulphitation Man, Sugar",8276.80
8160.5200,"Eliminator Attendant, Sugar",8276.81
8160.5300,"Settling Tank Man, Sugar",8276.82
8160.5400,Works Poor Attendant,8276.83
8160.5500,Gur Maker,8276.85
8160.5700,Tea Maker,8277.10
8160.5800,Withering Loft Attendant (Tea),8277.15
8160.5900,Roller Attendant,8277.20
8160.6000,Pulp Houseman (Coffee),8277.25
8160.6100,Peeling Machine Attendant (Coffee),8277.30
8160.6200,Firing Machine Attendant (Tea),8277.35
8160.6300,Tea Blender,8277.40
8160.6400,Coffee Blender,8277.45
8160.6500,Coffee Roaster,8277.50
8160.6600,"Roaster, Cocoa Bean",8277.60
8160.6800,Brew Master,8278.10
8160.6900,Malt Maker,8278.12
8160.7000,Masher,8278.14
8160.7100,Fermentation Man,8278.16
8160.7200,Yeast Maker,8278.18
8160.7300,Malt Vinegar Maker,8278.20
8160.7400,Filterman,8278.25
8160.7500,"Pasteuriser, Brewery",8278.30
8160.7600,Syrup Plant Operator,8278.35
